"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight"
"267798","2340760","3","","9999","1 fl oz","30000","30.8"
"267797","2340760","2","","9999","Quantity not specified","90000","0.0"
"267796","2340760","1","","9999","1 cup","10205","246.0"
"267801","2340761","3","","9999","1 individual school container","64294","244.0"
"267803","2340761","5","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267802","2340761","4","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267800","2340761","2","","9999","1 fl oz","30000","30.5"
"267804","2340761","6","","9999","Quantity not specified","90000","244.0"
"267799","2340761","1","","9999","1 cup","10205","244.0"
"267805","2340762","1","","9999","1 cup","10205","244.0"
"267810","2340762","6","","9999","Quantity not specified","90000","244.0"
"267808","2340762","4","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267809","2340762","5","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267807","2340762","3","","9999","1 individual school container","64294","244.0"
"267806","2340762","2","","9999","1 fl oz","30000","30.5"
"267815","2340763","5","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267812","2340763","2","","9999","1 fl oz","30000","30.5"
"267814","2340763","4","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267813","2340763","3","","9999","1 individual school container","64294","244.0"
"267816","2340763","6","","9999","Quantity not specified","90000","244.0"
"267811","2340763","1","","9999","1 cup","10205","244.0"
"267817","2340764","1","","9999","1 cup","10205","244.0"
"267822","2340764","6","","9999","Quantity not specified","90000","244.0"
"267821","2340764","5","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267820","2340764","4","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267819","2340764","3","","9999","1 individual school container","64294","244.0"
"267818","2340764","2","","9999","1 fl oz","30000","30.5"
"267825","2340765","3","","9999","1 individual school container","64294","244.0"
"267824","2340765","2","","9999","1 fl oz","30000","30.5"
"267827","2340765","5","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267823","2340765","1","","9999","1 cup","10205","244.0"
"267826","2340765","4","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267828","2340765","6","","9999","Quantity not specified","90000","244.0"
"267830","2340766","2","","9999","1 fl oz","30000","30.5"
"267833","2340766","5","","9999","Quantity not specified","90000","244.0"
"267831","2340766","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267832","2340766","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267829","2340766","1","","9999","1 cup","10205","244.0"
"267834","2340767","1","","9999","1 cup","10205","244.0"
"267837","2340767","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267835","2340767","2","","9999","1 fl oz","30000","30.5"
"267836","2340767","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267838","2340767","5","","9999","Quantity not specified","90000","244.0"
"267839","2340768","1","","9999","1 cup","10205","244.0"
"267841","2340768","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267842","2340768","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267840","2340768","2","","9999","1 fl oz","30000","30.5"
"267843","2340768","5","","9999","Quantity not specified","90000","244.0"
"267847","2340769","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267848","2340769","5","","9999","Quantity not specified","90000","244.0"
"267844","2340769","1","","9999","1 cup","10205","244.0"
"267845","2340769","2","","9999","1 fl oz","30000","30.5"
"267846","2340769","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267850","2340770","2","","9999","1 fl oz","30000","30.5"
"267852","2340770","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267849","2340770","1","","9999","1 cup","10205","244.0"
"267851","2340770","3","","9999","Guideline amount per fl oz of beverage","63480","2.6"
"267853","2340770","5","","9999","Quantity not specified","90000","244.0"
"267855","2340771","2","","9999","1 fl oz","30000","30.5"
"267856","2340771","3","","9999","Guideline amount per fl oz of beverage","63480","2.6"
"267857","2340771","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267854","2340771","1","","9999","1 cup","10205","244.0"
"267858","2340771","5","","9999","Quantity not specified","90000","244.0"
"267861","2340772","3","","9999","Quantity not specified","90000","244.0"
"267860","2340772","2","","9999","1 fl oz","30000","30.5"
"267859","2340772","1","","9999","1 cup","10205","244.0"
"267866","2340773","5","","9999","Quantity not specified","90000","244.0"
"267862","2340773","1","","9999","1 cup","10205","244.0"
"267864","2340773","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267865","2340773","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267863","2340773","2","","9999","1 fl oz","30000","30.5"
"267871","2340774","5","","9999","Quantity not specified","90000","244.0"
"267867","2340774","1","","9999","1 cup","10205","244.0"
"267869","2340774","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267870","2340774","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267868","2340774","2","","9999","1 fl oz","30000","30.5"
"267874","2340775","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267875","2340775","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267873","2340775","2","","9999","1 fl oz","30000","30.5"
"267876","2340775","5","","9999","Quantity not specified","90000","244.0"
"267872","2340775","1","","9999","1 cup","10205","244.0"
"267877","2340776","1","","9999","1 cup","10205","244.0"
"267881","2340776","5","","9999","Quantity not specified","90000","244.0"
"267878","2340776","2","","9999","1 fl oz","30000","30.5"
"267879","2340776","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267880","2340776","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267885","2340777","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267882","2340777","1","","9999","1 cup","10205","244.0"
"267886","2340777","5","","9999","Quantity not specified","90000","244.0"
"267883","2340777","2","","9999","1 fl oz","30000","30.5"
"267884","2340777","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267889","2340778","3","","9999","Quantity not specified","90000","16.0"
"267890","2340778","4","","9999","Guideline amount per fl oz of beverage","63480","2.6"
"267892","2340778","6","","9999","Quantity not specified, if in beverage","90005","16.0"
"267888","2340778","2","","9999","1 fl oz","30000","31.5"
"267887","2340778","1","","9999","1 cup","10205","252.0"
"267891","2340778","5","","9999","Quantity not specified, as a drink or on cereal","90002","126.0"
"267894","2340779","2","","9999","1 fl oz","30000","31.5"
"267895","2340779","3","","9999","Quantity not specified","90000","16.0"
"267898","2340779","6","","9999","Quantity not specified, if in beverage","90005","16.0"
"267893","2340779","1","","9999","1 cup","10205","252.0"
"267896","2340779","4","","9999","Guideline amount per fl oz of beverage","63480","2.6"
"267897","2340779","5","","9999","Quantity not specified, as a drink or on cereal","90002","126.0"
"267899","2340780","1","","9999","1 cup","10205","252.0"
"267901","2340780","6","","9999","Quantity not specified, if in beverage","90005","16.0"
"267900","2340780","2","","9999","1 fl oz","30000","31.5"
"267903","2340780","8","","9999","Quantity not specified","90000","16.0"
"267902","2340780","7","","9999","Quantity not specified, as a drink or on cereal","90002","126.0"
"267906","2340781","3","","9999","Quantity not specified","90000","16.0"
"267904","2340781","1","","9999","1 cup","10205","252.0"
"267907","2340781","4","","9999","Guideline amount per fl oz of beverage","63480","2.6"
"267905","2340781","2","","9999","1 fl oz","30000","31.5"
"267908","2340781","5","","9999","Quantity not specified, as a drink or on cereal","90002","126.0"
"267909","2340781","6","","9999","Quantity not specified, if in beverage","90005","16.0"
"267910","2340782","1","","9999","1 cup","10205","304.0"
"267912","2340782","3","","9999","Quantity not specified","90000","19.0"
"267911","2340782","2","","9999","1 fl oz","30000","38.0"
"267916","2340783","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267917","2340783","5","","9999","Quantity not specified","90000","244.0"
"267914","2340783","2","","9999","1 fl oz","30000","30.5"
"267913","2340783","1","","9999","1 cup","10205","244.0"
"267915","2340783","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267921","2340784","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267918","2340784","1","","9999","1 cup","10205","244.0"
"267919","2340784","2","","9999","1 fl oz","30000","30.5"
"267922","2340784","5","","9999","Quantity not specified","90000","244.0"
"267920","2340784","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267923","2340785","1","","9999","1 cup","10205","244.0"
"267925","2340785","3","","9999","Quantity not specified","90000","244.0"
"267924","2340785","2","","9999","1 fl oz","30000","30.5"
"267928","2340786","3","","9999","Quantity not specified","90000","244.0"
"267927","2340786","2","","9999","1 fl oz","30000","30.5"
"267926","2340786","1","","9999","1 cup","10205","244.0"
"267931","2340787","3","","9999","Quantity not specified","90000","244.0"
"267929","2340787","1","","9999","1 cup","10205","244.0"
"267930","2340787","2","","9999","1 fl oz","30000","30.5"
"267932","2340788","1","","9999","1 cup","10205","244.0"
"267934","2340788","3","","9999","Quantity not specified","90000","244.0"
"267933","2340788","2","","9999","1 fl oz","30000","30.5"
"267939","2340789","5","","9999","Quantity not specified","90000","244.0"
"267938","2340789","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267937","2340789","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267935","2340789","1","","9999","1 cup","10205","244.0"
"267936","2340789","2","","9999","1 fl oz","30000","30.5"
"267942","2340790","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267943","2340790","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267944","2340790","5","","9999","Quantity not specified","90000","244.0"
"267940","2340790","1","","9999","1 cup","10205","244.0"
"267941","2340790","2","","9999","1 fl oz","30000","30.5"
"267947","2340791","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267949","2340791","5","","9999","Quantity not specified","90000","244.0"
"267948","2340791","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267945","2340791","1","","9999","1 cup","10205","244.0"
"267946","2340791","2","","9999","1 fl oz","30000","30.5"
"267954","2340792","5","","9999","Quantity not specified","90000","244.0"
"267950","2340792","1","","9999","1 cup","10205","244.0"
"267952","2340792","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267953","2340792","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267951","2340792","2","","9999","1 fl oz","30000","30.5"
"267957","2340793","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267959","2340793","5","","9999","Quantity not specified","90000","244.0"
"267958","2340793","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267955","2340793","1","","9999","1 cup","10205","244.0"
"267956","2340793","2","","9999","1 fl oz","30000","30.5"
"267964","2340794","5","","9999","Quantity not specified","90000","244.0"
"267961","2340794","2","","9999","1 fl oz","30000","30.5"
"267960","2340794","1","","9999","1 cup","10205","244.0"
"267963","2340794","4","","9999","Guideline amount per cup of hot cereal","63546","61.0"
"267962","2340794","3","","9999","Guideline amount per fl oz of beverage","63480","2.5"
"267968","2340795","4","","9999","1 cup","10205","245.0"
"267967","2340795","3","","9999","1 container, NFS","60598","170.0"
"267966","2340795","2","","9999","1 6 oz container","60039","170.0"
"267969","2340795","5","","9999","Quantity not specified","90000","170.0"
"267965","2340795","1","","9999","1 4 oz container","64638","113.0"
"267974","2340796","5","","9999","Quantity not specified","90000","150.0"
"267972","2340796","3","","9999","1 container, NFS","60598","150.0"
"267973","2340796","4","","9999","1 cup","10205","245.0"
"267970","2340796","1","","9999","1 5.3 oz container","64562","150.0"
"267971","2340796","2","","9999","1 6 oz container","60039","170.0"
"267977","2340797","3","","9999","1 container, NFS","60598","170.0"
"267975","2340797","1","","9999","1 4 oz container","64638","113.0"
"267976","2340797","2","","9999","1 6 oz container","60039","170.0"
"267979","2340797","9","","9999","Quantity not specified","90000","170.0"
"267978","2340797","4","","9999","1 cup","10205","245.0"
"267984","2340798","7","","9999","Quantity not specified","90000","170.0"
"267982","2340798","3","","9999","1 container, NFS","60598","170.0"
"267981","2340798","2","","9999","1 6 oz container","60039","170.0"
"267980","2340798","1","","9999","1 4 oz container","64638","113.0"
"267983","2340798","4","","9999","1 cup","10205","245.0"
"267989","2340799","7","","9999","Quantity not specified","90000","170.0"
"267985","2340799","1","","9999","1 4 oz container","64638","113.0"
"267986","2340799","2","","9999","1 6 oz container","60039","170.0"
"267988","2340799","4","","9999","1 cup","10205","245.0"
"267987","2340799","3","","9999","1 container, NFS","60598","170.0"
"267994","2340800","7","","9999","Quantity not specified","90000","170.0"
"267990","2340800","1","","9999","1 4 oz container","64638","113.0"
"267992","2340800","3","","9999","1 container, NFS","60598","170.0"
"267991","2340800","2","","9999","1 6 oz container","60039","170.0"
"267993","2340800","4","","9999","1 cup","10205","245.0"
"267997","2340801","3","","9999","1 container, NFS","60598","170.0"
"267999","2340801","7","","9999","Quantity not specified","90000","170.0"
"267995","2340801","1","","9999","1 4 oz container","64638","113.0"
"267996","2340801","2","","9999","1 6 oz container","60039","170.0"
"267998","2340801","4","","9999","1 cup","10205","245.0"
"268004","2340802","5","","9999","Quantity not specified","90000","150.0"
"268001","2340802","2","","9999","1 6 oz container","60039","170.0"
"268002","2340802","3","","9999","1 container, NFS","60598","150.0"
"268000","2340802","1","","9999","1 5.3 oz container","64562","150.0"
"268003","2340802","4","","9999","1 cup","10205","245.0"
"268008","2340803","4","","9999","1 cup","10205","245.0"
"268009","2340803","6","","9999","Quantity not specified","90000","150.0"
"268006","2340803","2","","9999","1 6 oz container","60039","170.0"
"268007","2340803","3","","9999","1 container, NFS","60598","150.0"
"268005","2340803","1","","9999","1 5.3 oz container","64562","150.0"
"268011","2340804","2","","9999","1 6 oz container","60039","170.0"
"268014","2340804","6","","9999","Quantity not specified","90000","150.0"
"268013","2340804","4","","9999","1 cup","10205","245.0"
"268012","2340804","3","","9999","1 container, NFS","60598","150.0"
"268010","2340804","1","","9999","1 5.3 oz container","64562","150.0"
"268018","2340805","4","","9999","1 cup","10205","245.0"
"268016","2340805","2","","9999","1 6 oz container","60039","170.0"
"268019","2340805","6","","9999","Quantity not specified","90000","150.0"
"268015","2340805","1","","9999","1 5.3 oz container","64562","150.0"
"268017","2340805","3","","9999","1 container, NFS","60598","150.0"
"268021","2340806","2","","9999","1 6 oz container","60039","170.0"
"268023","2340806","4","","9999","1 cup","10205","245.0"
"268022","2340806","3","","9999","1 container, NFS","60598","170.0"
"268020","2340806","1","","9999","1 4 oz container","64638","113.0"
"268024","2340806","10","","9999","Quantity not specified","90000","170.0"
"268029","2340807","8","","9999","Quantity not specified","90000","170.0"
"268028","2340807","4","","9999","1 cup","10205","245.0"
"268025","2340807","1","","9999","1 4 oz container","64638","113.0"
"268027","2340807","3","","9999","1 container, NFS","60598","170.0"
"268026","2340807","2","","9999","1 6 oz container","60039","170.0"
"268035","2340808","12","","9999","Quantity not specified","90000","170.0"
"268030","2340808","1","","9999","1 tube","64066","64.0"
"268033","2340808","4","","9999","1 container, NFS","60598","170.0"
"268031","2340808","2","","9999","1 4 oz container","64638","113.0"
"268034","2340808","5","","9999","1 cup","10205","245.0"
"268032","2340808","3","","9999","1 6 oz container","60039","170.0"
"268036","2340809","1","","9999","1 4 oz container","64638","113.0"
"268039","2340809","4","","9999","1 cup","10205","245.0"
"268038","2340809","3","","9999","1 container, NFS","60598","170.0"
"268037","2340809","2","","9999","1 6 oz container","60039","170.0"
"268040","2340809","8","","9999","Quantity not specified","90000","170.0"
"268042","2340810","2","","9999","1 6 oz container","60039","170.0"
"268044","2340810","4","","9999","1 cup","10205","245.0"
"268045","2340810","5","","9999","Quantity not specified","90000","150.0"
"268043","2340810","3","","9999","1 container, NFS","60598","150.0"
"268041","2340810","1","","9999","1 5.3 oz container","64562","150.0"
"268050","2340811","6","","9999","Quantity not specified","90000","150.0"
"268046","2340811","1","","9999","1 5.3 oz container","64562","150.0"
"268049","2340811","4","","9999","1 cup","10205","245.0"
"268048","2340811","3","","9999","1 container, NFS","60598","150.0"
"268047","2340811","2","","9999","1 6 oz container","60039","170.0"
"268054","2340812","4","","9999","1 container, NFS","60598","150.0"
"268055","2340812","5","","9999","1 cup","10205","245.0"
"268053","2340812","3","","9999","1 6 oz container","60039","170.0"
"268051","2340812","1","","9999","1 tube","64066","57.0"
"268056","2340812","7","","9999","Quantity not specified","90000","150.0"
"268052","2340812","2","","9999","1 5.3 oz container","64562","150.0"
"268059","2340813","3","","9999","1 container, NFS","60598","150.0"
"268060","2340813","4","","9999","1 cup","10205","245.0"
"268058","2340813","2","","9999","1 6 oz container","60039","170.0"
"268057","2340813","1","","9999","1 5.3 oz container","64562","150.0"
"268061","2340813","6","","9999","Quantity not specified","90000","150.0"
"268066","2340814","5","","9999","Quantity not specified","90000","170.0"
"268065","2340814","4","","9999","1 cup","10205","245.0"
"268062","2340814","1","","9999","1 4 oz container","64638","113.0"
"268064","2340814","3","","9999","1 container, NFS","60598","170.0"
"268063","2340814","2","","9999","1 6 oz container","60039","170.0"
"268067","2340815","1","","9999","1 4 oz container","64638","113.0"
"268071","2340815","5","","9999","Quantity not specified","90000","170.0"
"268069","2340815","3","","9999","1 container, NFS","60598","170.0"
"268070","2340815","4","","9999","1 cup","10205","245.0"
"268068","2340815","2","","9999","1 6 oz container","60039","170.0"
"268074","2340816","3","","9999","1 6 oz container","60039","170.0"
"268073","2340816","2","","9999","1 4 oz container","64638","113.0"
"268072","2340816","1","","9999","1 tube","64066","64.0"
"268076","2340816","5","","9999","1 cup","10205","245.0"
"268077","2340816","6","","9999","Quantity not specified","90000","170.0"
"268075","2340816","4","","9999","1 container, NFS","60598","170.0"
"268079","2340817","2","","9999","1 6 oz container","60039","170.0"
"268081","2340817","4","","9999","1 cup","10205","245.0"
"268082","2340817","5","","9999","Quantity not specified","90000","170.0"
"268080","2340817","3","","9999","1 container, NFS","60598","170.0"
"268078","2340817","1","","9999","1 4 oz container","64638","113.0"
"268085","2340818","3","","9999","1 container, NFS","60598","150.0"
"268083","2340818","1","","9999","1 5.3 oz container","64562","150.0"
"268084","2340818","2","","9999","1 6 oz container","60039","170.0"
"268087","2340818","5","","9999","Quantity not specified","90000","150.0"
"268086","2340818","4","","9999","1 cup","10205","245.0"
"268091","2340819","4","","9999","1 cup","10205","245.0"
"268089","2340819","2","","9999","1 6 oz container","60039","170.0"
"268088","2340819","1","","9999","1 5.3 oz container","64562","150.0"
"268090","2340819","3","","9999","1 container, NFS","60598","150.0"
"268092","2340819","5","","9999","Quantity not specified","90000","150.0"
"268097","2340820","5","","9999","1 cup","10205","245.0"
"268096","2340820","4","","9999","1 container, NFS","60598","150.0"
"268093","2340820","1","","9999","1 tube","64066","57.0"
"268094","2340820","2","","9999","1 5.3 oz container","64562","150.0"
"268098","2340820","6","","9999","Quantity not specified","90000","150.0"
"268095","2340820","3","","9999","1 6 oz container","60039","170.0"
"268099","2340821","1","","9999","1 5.3 oz container","64562","150.0"
"268101","2340821","3","","9999","1 container, NFS","60598","150.0"
"268102","2340821","4","","9999","1 cup","10205","245.0"
"268100","2340821","2","","9999","1 6 oz container","60039","170.0"
"268103","2340821","5","","9999","Quantity not specified","90000","150.0"
"268107","2340822","9","","9999","Quantity not specified","90000","150.0"
"268106","2340822","8","","9999","1 cup","10205","245.0"
"268104","2340822","6","","9999","1 5.3 oz container","64562","150.0"
"268105","2340822","7","","9999","1 container, NFS","60598","150.0"
"268110","2340823","3","","9999","Quantity not specified","90000","93.0"
"268108","2340823","1","","9999","1 bottle","64039","93.0"
"268109","2340823","2","","9999","1 cup","10205","245.0"
"268111","2340824","1","","9999","1 tablespoon","21000","15.0"
"268113","2340824","3","","9999","Quantity not specified","90000","60.0"
"268112","2340824","2","","9999","1 individual container","60868","70.0"
"268116","2340825","3","","9999","Quantity not specified","90000","60.0"
"268114","2340825","1","","9999","1 tablespoon","21000","15.0"
"268115","2340825","2","","9999","1 individual container","60868","70.0"
"268117","2340826","1","","9999","1 tablespoon","21000","15.0"
"268119","2340826","3","","9999","Quantity not specified","90000","60.0"
"268118","2340826","2","","9999","1 individual container","60868","70.0"
"268122","2340827","3","","9999","Quantity not specified","90000","60.0"
"268120","2340827","1","","9999","1 tablespoon","21000","15.0"
"268121","2340827","2","","9999","1 individual container","60868","70.0"
"268123","2340828","1","","9999","1 tablespoon","21000","15.0"
"268125","2340828","3","","9999","Quantity not specified","90000","60.0"
"268124","2340828","2","","9999","1 individual container","60868","70.0"
"268127","2340829","2","","9999","1 individual container","60868","70.0"
"268128","2340829","3","","9999","Quantity not specified","90000","60.0"
"268126","2340829","1","","9999","1 tablespoon","21000","15.0"
"268129","2340830","1","","9999","1 McDonald's parfait","64283","150.0"
"268130","2340830","2","","9999","Quantity not specified","90000","150.0"
"268136","2340831","6","","9999","Quantity not specified","90000","175.0"
"268131","2340831","1","","9999","1 cup","10205","175.0"
"268133","2340831","3","","9999","1 small ice cream cup","64733","160.0"
"268132","2340831","2","","9999","1 scoop","64289","160.0"
"268135","2340831","5","","9999","1 large ice cream cup","64735","480.0"
"268134","2340831","4","","9999","1 medium ice cream cup","64734","320.0"
"268141","2340832","5","","9999","1 large ice cream cup","64735","480.0"
"268138","2340832","2","","9999","1 scoop","64289","160.0"
"268142","2340832","6","","9999","Quantity not specified","90000","175.0"
"268137","2340832","1","","9999","1 cup","10205","175.0"
"268139","2340832","3","","9999","1 small ice cream cup","64733","160.0"
"268140","2340832","4","","9999","1 medium ice cream cup","64734","320.0"
"268143","2340833","1","","9999","1 cup","10205","175.0"
"268146","2340833","4","","9999","1 medium ice cream cup","64734","320.0"
"268145","2340833","3","","9999","1 small ice cream cup","64733","160.0"
"268144","2340833","2","","9999","1 scoop","64289","160.0"
"268147","2340833","5","","9999","1 large ice cream cup","64735","480.0"
"268148","2340833","6","","9999","Quantity not specified","90000","175.0"
"268150","2340834","2","","9999","Quantity not specified","90000","175.0"
"268149","2340834","1","","9999","1 cup","10205","175.0"
"268151","2340835","1","","9999","1 cup","10205","175.0"
"268152","2340835","2","","9999","Quantity not specified","90000","175.0"
"268153","2340836","1","","9999","1 sandwich","61853","75.0"
"268154","2340836","2","","9999","Quantity not specified","90000","75.0"
"268155","2340837","1","","9999","1 bar","60345","65.0"
"268156","2340837","2","","9999","Quantity not specified","90000","65.0"
"268157","2340838","1","","9999","1 bar","60345","65.0"
"268158","2340838","2","","9999","Quantity not specified","90000","65.0"
"268159","2340839","1","","9999","1 cone","60589","125.0"
"268160","2340839","2","","9999","Quantity not specified","90000","125.0"
"268162","2340840","2","","9999","Quantity not specified","90000","125.0"
"268161","2340840","1","","9999","1 cone","60589","125.0"
"268164","2340841","2","","9999","Quantity not specified","90000","255.0"
"268163","2340841","1","","9999","1 cone","60589","255.0"
"268166","2340842","2","","9999","Quantity not specified","90000","255.0"
"268165","2340842","1","","9999","1 cone","60589","255.0"
"268170","2340843","4","","9999","1 pouch","61781","110.0"
"268168","2340843","2","","9999","1 jar","62733","110.0"
"268171","2340843","5","","9999","Quantity not specified","90000","110.0"
"268167","2340843","1","","9999","1 tablespoon","21000","15.0"
"268169","2340843","3","","9999","1 tub","62339","110.0"
"268174","2340844","3","","9999","1 pouch","61781","110.0"
"268173","2340844","2","","9999","1 container","64284","110.0"
"268175","2340844","4","","9999","Quantity not specified","90000","110.0"
"268172","2340844","1","","9999","1 tablespoon","21000","15.0"
"268177","2340845","2","","9999","1 container","64284","110.0"
"268178","2340845","3","","9999","1 pouch","61781","110.0"
"268179","2340845","4","","9999","Quantity not specified","90000","110.0"
"268176","2340845","1","","9999","1 tablespoon","21000","15.0"
"268182","2340846","3","","9999","Quantity not specified","90000","248.0"
"268181","2340846","2","","9999","1 fl oz","30000","31.0"
"268183","2340846","5","","9999","1 individual school container","64294","248.0"
"268180","2340846","1","","9999","1 cup","10205","248.0"
"268185","2340847","2","","9999","1 fl oz","30000","31.0"
"268184","2340847","1","","9999","1 cup","10205","248.0"
"268186","2340847","3","","9999","Quantity not specified","90000","248.0"
"268187","2340847","5","","9999","1 individual school container","64294","248.0"
"268190","2340848","3","","9999","Quantity not specified","90000","248.0"
"268189","2340848","2","","9999","1 fl oz","30000","31.0"
"268191","2340848","5","","9999","1 individual school container","64294","248.0"
"268188","2340848","1","","9999","1 cup","10205","248.0"
"268192","2340849","1","","9999","1 cup","10205","248.0"
"268193","2340849","2","","9999","1 fl oz","30000","31.0"
"268195","2340849","5","","9999","1 individual school container","64294","248.0"
"268194","2340849","3","","9999","Quantity not specified","90000","248.0"
"268196","2340850","1","","9999","1 fl oz","30000","31.0"
"268198","2340850","3","","9999","1 individual school container","64294","248.0"
"268197","2340850","2","","9999","1 cup","10205","248.0"
"268199","2340850","4","","9999","Quantity not specified","90000","248.0"
"268201","2340851","2","","9999","1 fl oz","30000","31.0"
"268202","2340851","3","","9999","1 individual school container","64294","248.0"
"268200","2340851","1","","9999","1 cup","10205","248.0"
"268203","2340851","4","","9999","Quantity not specified","90000","248.0"
"268204","2340852","1","","9999","1 cup","10205","248.0"
"268206","2340852","3","","9999","Quantity not specified","90000","248.0"
"268205","2340852","2","","9999","1 fl oz","30000","31.0"
"268209","2340853","3","","9999","Quantity not specified","90000","248.0"
"268207","2340853","1","","9999","1 cup","10205","248.0"
"268208","2340853","2","","9999","1 fl oz","30000","31.0"
"268212","2340854","3","","9999","Quantity not specified","90000","248.0"
"268210","2340854","1","","9999","1 cup","10205","248.0"
"268211","2340854","2","","9999","1 fl oz","30000","31.0"
"268214","2340855","2","","9999","1 fl oz","30000","31.0"
"268215","2340855","3","","9999","Quantity not specified","90000","248.0"
"268213","2340855","1","","9999","1 cup","10205","248.0"
"268218","2340856","3","","9999","Quantity not specified","90000","248.0"
"268217","2340856","2","","9999","1 fl oz","30000","31.0"
"268216","2340856","1","","9999","1 cup","10205","248.0"
"268219","2340857","1","","9999","1 cup","10205","248.0"
"268220","2340857","2","","9999","1 fl oz","30000","31.0"
"268221","2340857","3","","9999","Quantity not specified","90000","248.0"
"268224","2340858","3","","9999","Quantity not specified","90000","248.0"
"268223","2340858","2","","9999","1 fl oz","30000","31.0"
"268222","2340858","1","","9999","1 cup","10205","248.0"
"268225","2340859","1","","9999","1 cup","10205","248.0"
"268226","2340859","2","","9999","1 fl oz","30000","31.0"
"268227","2340859","3","","9999","Quantity not specified","90000","248.0"
"268228","2340860","1","","9999","1 cup","10205","248.0"
"268229","2340860","2","","9999","1 fl oz","30000","31.0"
"268230","2340860","3","","9999","Quantity not specified","90000","248.0"
"268231","2340861","1","","9999","1 cup","10205","248.0"
"268232","2340861","2","","9999","1 fl oz","30000","31.0"
"268233","2340861","3","","9999","Quantity not specified","90000","248.0"
"268236","2340862","3","","9999","Quantity not specified","90000","248.0"
"268234","2340862","1","","9999","1 cup","10205","248.0"
"268235","2340862","2","","9999","1 fl oz","30000","31.0"
"268239","2340863","3","","9999","Quantity not specified","90000","248.0"
"268238","2340863","2","","9999","1 fl oz","30000","31.0"
"268237","2340863","1","","9999","1 cup","10205","248.0"
"268242","2340864","3","","9999","Quantity not specified","90000","248.0"
"268240","2340864","1","","9999","1 cup","10205","248.0"
"268241","2340864","2","","9999","1 fl oz","30000","31.0"
"268244","2340865","2","","9999","1 fl oz","30000","31.0"
"268245","2340865","3","","9999","Quantity not specified","90000","248.0"
"268243","2340865","1","","9999","1 cup","10205","248.0"
"268246","2340866","1","","9999","1 cup","10205","248.0"
"268247","2340866","2","","9999","1 fl oz","30000","31.0"
"268248","2340866","3","","9999","Quantity not specified","90000","248.0"
"268249","2340867","1","","9999","1 cup","10205","248.0"
"268251","2340867","3","","9999","Quantity not specified","90000","248.0"
"268250","2340867","2","","9999","1 fl oz","30000","31.0"
"268254","2340868","3","","9999","Quantity not specified","90000","248.0"
"268253","2340868","2","","9999","1 fl oz","30000","31.0"
"268252","2340868","1","","9999","1 cup","10205","248.0"
"268256","2340869","2","","9999","1 fl oz","30000","31.0"
"268255","2340869","1","","9999","1 cup","10205","248.0"
