"id","fdc_id","seq_num","amount","measure_unit_id","portion_description","modifier","gram_weight"
"268901","2341103","3","","9999","Quantity not specified","90000","45.0"
"268900","2341103","2","","9999","1 cubic inch","51000","21.0"
"268899","2341103","1","","9999","1 piece","61667","45.0"
"268904","2341104","3","","9999","Quantity not specified","90000","73.0"
"268903","2341104","2","","9999","1 cubic inch","51000","10.0"
"268902","2341104","1","","9999","1 cup","10205","145.0"
"268908","2341105","4","","9999","Quantity not specified","90000","175.0"
"268905","2341105","1","","9999","1 piece","61667","175.0"
"268906","2341105","2","","9999","1 cubic inch","51000","10.0"
"268907","2341105","3","","9999","1 cup","10205","145.0"
"268909","2341106","1","","9999","1 cup","10205","240.0"
"268910","2341106","2","","9999","Quantity not specified","90000","60.0"
"268913","2341107","3","","9999","1 stick","62239","28.0"
"268912","2341107","2","","9999","1 slice","61935","21.0"
"268915","2341107","5","","9999","1 cup, melted","10120","244.0"
"268914","2341107","4","","9999","1 cup","10205","113.0"
"268911","2341107","1","","9999","1 cracker-size slice","64017","9.0"
"268916","2341107","6","","9999","1 cubic inch","51000","17.3"
"268917","2341107","7","","9999","Quantity not specified","90000","21.0"
"268920","2341108","3","","9999","1 cup, crumbled","10059","135.0"
"268918","2341108","1","","9999","1 cracker-size slice","64017","9.0"
"268919","2341108","2","","9999","1 slice","61935","21.0"
"268921","2341108","4","","9999","1 cubic inch","51000","17.3"
"268922","2341108","5","","9999","Quantity not specified","90000","21.0"
"268928","2341109","6","","9999","1 cubic inch","51000","17.2"
"268924","2341109","2","","9999","1 slice","61935","21.0"
"268929","2341109","7","","9999","Quantity not specified","90000","21.0"
"268923","2341109","1","","9999","1 cracker-size slice","64017","9.0"
"268927","2341109","5","","9999","1 cup, NFS","10010","113.0"
"268925","2341109","3","","9999","1 cup, shredded","10159","113.0"
"268926","2341109","4","","9999","1 cup, diced","10066","132.0"
"268932","2341110","3","","9999","1 cubic inch","51000","17.0"
"268933","2341110","4","","9999","Quantity not specified","90000","21.0"
"268930","2341110","1","","9999","1 wedge (1.33 oz)","62352","38.0"
"268931","2341110","2","","9999","1 cup","10205","246.0"
"268937","2341111","4","","9999","1 cup, NFS","10010","144.0"
"268938","2341111","5","","9999","1 cubic inch","51000","17.0"
"268935","2341111","2","","9999","1 cup, sliced","10161","144.0"
"268936","2341111","3","","9999","1 cup, melted","10120","240.0"
"268939","2341111","6","","9999","Quantity not specified","90000","21.0"
"268934","2341111","1","","9999","1 package (4.5 oz)","61559","128.0"
"268946","2341112","7","","9999","1 cup, NFS","10010","113.0"
"268942","2341112","3","","9999","1 stick","62239","28.35"
"268947","2341112","8","","9999","1 cup, cubed","10310","132.0"
"268940","2341112","1","","9999","1 cracker-size slice","64017","9.0"
"268949","2341112","10","","9999","Quantity not specified","90000","21.0"
"268948","2341112","9","","9999","1 cubic inch","51000","17.0"
"268944","2341112","5","","9999","1 cup, diced","10066","132.0"
"268943","2341112","4","","9999","1 cup, shredded","10159","113.0"
"268945","2341112","6","","9999","1 cup, melted","10120","244.0"
"268941","2341112","2","","9999","1 slice","61935","21.0"
"268958","2341113","9","","9999","1 cubic inch","51000","17.0"
"268950","2341113","1","","9999","1 cracker-size slice","64017","9.0"
"268957","2341113","8","","9999","1 cup, cubed","10310","132.0"
"268952","2341113","3","","9999","1 stick","62239","28.35"
"268959","2341113","10","","9999","Quantity not specified","90000","21.0"
"268954","2341113","5","","9999","1 cup, diced","10066","132.0"
"268951","2341113","2","","9999","1 slice","61935","21.0"
"268956","2341113","7","","9999","1 cup, NFS","10010","113.0"
"268955","2341113","6","","9999","1 cup, melted","10120","244.0"
"268953","2341113","4","","9999","1 cup, shredded","10159","113.0"
"268966","2341114","8","","9999","1 cup, NFS","10010","113.0"
"268961","2341114","2","","9999","1 slice","61935","21.0"
"268967","2341114","9","","9999","1 cup, cubed","10310","132.0"
"268968","2341114","10","","9999","1 cubic inch","51000","17.0"
"268969","2341114","11","","9999","Quantity not specified","90000","21.0"
"268960","2341114","1","","9999","1 cracker-size slice","64017","9.0"
"268965","2341114","7","","9999","1 cup, melted","10120","244.0"
"268962","2341114","3","","9999","1 stick","62239","28.35"
"268963","2341114","4","","9999","1 cup, shredded","10159","113.0"
"268964","2341114","6","","9999","1 cup, diced","10066","140.0"
"268974","2341115","5","","9999","1 cup, diced","10066","132.0"
"268973","2341115","4","","9999","1 cup, shredded","10159","113.0"
"268970","2341115","1","","9999","1 cracker-size slice","64017","9.0"
"268972","2341115","3","","9999","1 stick","62239","28.35"
"268978","2341115","9","","9999","Quantity not specified","90000","21.0"
"268976","2341115","7","","9999","1 cup, melted","10120","244.0"
"268971","2341115","2","","9999","1 slice","61935","21.0"
"268975","2341115","6","","9999","1 cup, NFS","10010","113.0"
"268977","2341115","8","","9999","1 cubic inch","51000","17.2"
"268980","2341116","2","","9999","1 slice","61935","21.0"
"268984","2341116","6","","9999","1 cup, NFS","10010","113.0"
"268981","2341116","3","","9999","1 stick","62239","28.35"
"268979","2341116","1","","9999","1 cracker-size slice","64017","9.0"
"268982","2341116","4","","9999","1 cup, shredded","10159","113.0"
"268983","2341116","5","","9999","1 cup, diced","10066","132.0"
"268986","2341116","8","","9999","1 cubic inch","51000","17.0"
"268985","2341116","7","","9999","1 cup, melted","10120","244.0"
"268987","2341116","9","","9999","Quantity not specified","90000","21.0"
"268991","2341117","4","","9999","Quantity not specified","90000","21.0"
"268989","2341117","2","","9999","1 cup, crumbled","10059","150.0"
"268990","2341117","3","","9999","1 cubic inch","51000","17.0"
"268988","2341117","1","","9999","1 wedge (1.33 oz)","62352","38.0"
"268998","2341118","7","","9999","Quantity not specified","90000","21.0"
"268996","2341118","5","","9999","1 cup, NFS","10010","108.0"
"268992","2341118","1","","9999","1 cracker-size slice","64017","9.0"
"268993","2341118","2","","9999","1 slice","61935","21.0"
"268995","2341118","4","","9999","1 cup, diced","10066","132.0"
"268994","2341118","3","","9999","1 cup, shredded","10159","108.0"
"268997","2341118","6","","9999","1 cubic inch","51000","15.0"
"269000","2341119","2","","9999","1 cubic inch","51000","25.0"
"268999","2341119","1","","9999","1 cup, crumbled","10059","140.0"
"269001","2341119","3","","9999","Quantity not specified","90000","21.0"
"269007","2341120","6","","9999","Quantity not specified","90000","21.0"
"269006","2341120","5","","9999","1 cubic inch","51000","17.0"
"269005","2341120","4","","9999","1 cup, diced","10066","132.0"
"269004","2341120","3","","9999","1 package (7 oz)","61565","198.0"
"269003","2341120","2","","9999","1 slice","61935","21.0"
"269002","2341120","1","","9999","1 cracker-size slice","64017","9.0"
"269009","2341121","2","","9999","1 slice","61935","21.0"
"269013","2341121","6","","9999","1 cup, NFS","10010","108.0"
"269011","2341121","4","","9999","1 cup, shredded","10159","108.0"
"269012","2341121","5","","9999","1 cup, diced","10066","132.0"
"269015","2341121","8","","9999","Quantity not specified","90000","21.0"
"269008","2341121","1","","9999","1 cracker-size slice","64017","9.0"
"269014","2341121","7","","9999","1 cubic inch","51000","15.0"
"269010","2341121","3","","9999","1 package (6 oz)","61563","170.0"
"269016","2341122","1","","9999","1 package (8 oz)","61567","227.0"
"269018","2341122","3","","9999","1 cup","10205","134.0"
"269017","2341122","2","","9999","1 box","60428","113.0"
"269020","2341122","5","","9999","Quantity not specified","90000","21.0"
"269019","2341122","4","","9999","1 cubic inch","51000","18.0"
"269023","2341123","3","","9999","1 cup, shredded","10159","113.0"
"269025","2341123","5","","9999","1 cup, NFS","10010","113.0"
"269027","2341123","7","","9999","1 cubic inch","51000","17.2"
"269022","2341123","2","","9999","1 slice","61935","21.0"
"269026","2341123","6","","9999","1 cup, melted","10120","244.0"
"269021","2341123","1","","9999","1 cracker-size slice","64017","9.0"
"269024","2341123","4","","9999","1 cup, diced","10066","132.0"
"269028","2341123","8","","9999","Quantity not specified","90000","21.0"
"269033","2341124","5","","9999","1 cup, NFS","10010","113.0"
"269036","2341124","8","","9999","Quantity not specified","90000","21.0"
"269034","2341124","6","","9999","1 cup, melted","10120","244.0"
"269029","2341124","1","","9999","1 cracker-size slice","64017","9.0"
"269030","2341124","2","","9999","1 slice","61935","21.0"
"269031","2341124","3","","9999","1 cup, shredded","10159","113.0"
"269035","2341124","7","","9999","1 cubic inch","51000","16.6"
"269032","2341124","4","","9999","1 cup, diced","10066","132.0"
"269041","2341125","5","","9999","1 cup, shredded","10159","113.0"
"269044","2341125","8","","9999","1 cup, melted","10120","244.0"
"269037","2341125","1","","9999","1 cracker-size slice","64017","9.0"
"269039","2341125","3","","9999","1 stick","62239","28.35"
"269042","2341125","6","","9999","1 cup, diced","10066","132.0"
"269045","2341125","9","","9999","1 cubic inch","51000","18.0"
"269043","2341125","7","","9999","1 cup, NFS","10010","113.0"
"269040","2341125","4","","9999","1 cheese curd","60546","4.0"
"269038","2341125","2","","9999","1 slice","61935","21.0"
"269046","2341125","10","","9999","Quantity not specified","90000","21.0"
"269049","2341126","3","","9999","1 stick","62239","28.35"
"269048","2341126","2","","9999","1 slice","61935","21.0"
"269056","2341126","10","","9999","Quantity not specified","90000","21.0"
"269050","2341126","4","","9999","1 string","63959","4.7"
"269054","2341126","8","","9999","1 cup, melted","10120","244.0"
"269053","2341126","7","","9999","1 cup, NFS","10010","113.0"
"269047","2341126","1","","9999","1 cracker-size slice","64017","9.0"
"269051","2341126","5","","9999","1 cup, diced","10066","132.0"
"269055","2341126","9","","9999","1 cubic inch","51000","17.6"
"269052","2341126","6","","9999","1 cup, shredded","10159","113.0"
"269058","2341127","2","","9999","1 slice","61935","21.0"
"269065","2341127","9","","9999","Quantity not specified","90000","21.0"
"269064","2341127","8","","9999","1 cubic inch","51000","18.0"
"269062","2341127","6","","9999","1 cup, NFS","10010","113.0"
"269063","2341127","7","","9999","1 cup, melted","10120","244.0"
"269059","2341127","3","","9999","1 stick","62239","28.35"
"269057","2341127","1","","9999","1 cracker-size slice","64017","9.0"
"269061","2341127","5","","9999","1 cup, shredded","10159","113.0"
"269060","2341127","4","","9999","1 cup, diced","10066","132.0"
"269071","2341128","6","","9999","1 cup, NFS","10010","113.0"
"269074","2341128","9","","9999","Quantity not specified","90000","21.0"
"269067","2341128","2","","9999","1 slice","61935","21.0"
"269072","2341128","7","","9999","1 cup, melted","10120","244.0"
"269070","2341128","5","","9999","1 cup, shredded","10159","113.0"
"269069","2341128","4","","9999","1 string","63959","4.7"
"269066","2341128","1","","9999","1 cracker-size slice","64017","9.0"
"269073","2341128","8","","9999","1 cubic inch","51000","17.6"
"269068","2341128","3","","9999","1 stick","62239","28.35"
"269075","2341129","1","","9999","1 cracker-size slice","64017","9.0"
"269077","2341129","3","","9999","1 cup, shredded","10159","113.0"
"269076","2341129","2","","9999","1 slice","61935","21.0"
"269079","2341129","5","","9999","1 cubic inch","51000","17.5"
"269080","2341129","6","","9999","Quantity not specified","90000","21.0"
"269078","2341129","4","","9999","1 cup, diced","10066","132.0"
"269084","2341130","4","","9999","1 cubic inch","51000","17.5"
"269081","2341130","1","","9999","1 cracker-size slice","64017","9.0"
"269082","2341130","2","","9999","1 slice","61935","21.0"
"269085","2341130","5","","9999","Quantity not specified","90000","21.0"
"269083","2341130","3","","9999","1 cup, shredded","10159","113.0"
"269088","2341131","3","","9999","Quantity not specified","90000","6.2"
"269087","2341131","2","","9999","1 tablespoon","21000","6.2"
"269086","2341131","1","","9999","1 cup","10205","100.0"
"269091","2341132","3","","9999","Quantity not specified","90000","7.0"
"269090","2341132","2","","9999","1 tablespoon","21000","7.0"
"269089","2341132","1","","9999","1 cup","10205","106.0"
"269094","2341133","3","","9999","1 oz","40000","28.35"
"269096","2341133","5","","9999","1 tablespoon","21000","5.0"
"269092","2341133","1","","9999","1 cubic inch","51000","10.3"
"269095","2341133","4","","9999","Quantity not specified","90000","5.0"
"269093","2341133","2","","9999","5 oz package","62515","142.0"
"269097","2341134","1","","9999","1 tablespoon","21000","7.5"
"269099","2341134","3","","9999","Quantity not specified","90000","7.5"
"269098","2341134","2","","9999","1 cup","10205","120.0"
"269104","2341135","5","","9999","1 cup, NFS","10010","113.0"
"269103","2341135","4","","9999","1 cup, shredded","10159","113.0"
"269101","2341135","2","","9999","1 slice","61935","21.0"
"269105","2341135","6","","9999","1 cubic inch","51000","17.2"
"269100","2341135","1","","9999","1 cracker-size slice","64017","9.0"
"269102","2341135","3","","9999","1 cup, diced","10066","132.0"
"269106","2341135","7","","9999","Quantity not specified","90000","21.0"
"269108","2341136","2","","9999","1 slice","61935","21.0"
"269109","2341136","3","","9999","1 cup, diced","10066","132.0"
"269110","2341136","4","","9999","1 cubic inch","51000","17.0"
"269111","2341136","5","","9999","Quantity not specified","90000","21.0"
"269107","2341136","1","","9999","1 cracker-size slice","64017","9.0"
"269114","2341137","3","","9999","1 cup, diced","10066","132.0"
"269113","2341137","2","","9999","1 slice","61935","21.0"
"269116","2341137","5","","9999","Quantity not specified","90000","21.0"
"269115","2341137","4","","9999","1 cubic inch","51000","17.0"
"269112","2341137","1","","9999","1 cracker-size slice","64017","9.0"
"269124","2341138","8","","9999","Quantity not specified","90000","21.0"
"269120","2341138","4","","9999","1 cup, diced","10066","132.0"
"269123","2341138","7","","9999","1 cubic inch","51000","15.0"
"269121","2341138","5","","9999","1 cup, melted","10120","244.0"
"269118","2341138","2","","9999","1 slice","61935","21.0"
"269119","2341138","3","","9999","1 cup, shredded","10159","108.0"
"269122","2341138","6","","9999","1 cup, NFS","10010","108.0"
"269117","2341138","1","","9999","1 cracker-size slice","64017","9.0"
"269128","2341139","4","","9999","1 cup, shredded","10159","108.0"
"269127","2341139","3","","9999","1 cup, diced","10066","132.0"
"269125","2341139","1","","9999","1 cracker-size slice","64017","9.0"
"269129","2341139","5","","9999","1 cup, NFS","10010","108.0"
"269131","2341139","7","","9999","Quantity not specified","90000","21.0"
"269130","2341139","6","","9999","1 cubic inch","51000","15.0"
"269126","2341139","2","","9999","1 slice","61935","21.0"
"269136","2341140","5","","9999","1 cup, NFS","10010","108.0"
"269132","2341140","1","","9999","1 cracker-size slice","64017","9.0"
"269133","2341140","2","","9999","1 slice","61935","21.0"
"269138","2341140","7","","9999","Quantity not specified","90000","21.0"
"269137","2341140","6","","9999","1 cubic inch","51000","15.0"
"269135","2341140","4","","9999","1 cup, shredded","10159","108.0"
"269134","2341140","3","","9999","1 cup, diced","10066","132.0"
"269140","2341141","2","","9999","1 slice","61935","21.0"
"269142","2341141","4","","9999","1 cup, shredded","10159","108.0"
"269139","2341141","1","","9999","1 cracker-size slice","64017","9.0"
"269143","2341141","5","","9999","1 cup, NFS","10010","108.0"
"269145","2341141","7","","9999","Quantity not specified","90000","21.0"
"269141","2341141","3","","9999","1 cup, diced","10066","132.0"
"269144","2341141","6","","9999","1 cubic inch","51000","15.0"
"269146","2341142","1","","9999","1 cracker-size slice","64017","9.0"
"269147","2341142","2","","9999","1 slice","61935","21.0"
"269148","2341142","3","","9999","1 cup, shredded","10159","113.0"
"269152","2341142","7","","9999","1 cubic inch","51000","17.3"
"269149","2341142","4","","9999","1 cup, diced","10066","132.0"
"269150","2341142","5","","9999","1 cup, NFS","10010","113.0"
"269151","2341142","6","","9999","1 cup, melted","10120","244.0"
"269153","2341142","8","","9999","Quantity not specified","90000","21.0"
"269154","2341143","1","","9999","1 cup","10205","246.0"
"269155","2341143","2","","9999","Quantity not specified","90000","123.0"
"269158","2341144","3","","9999","1 cup, melted","10120","244.0"
"269156","2341144","1","","9999","1 cup, shredded","10159","113.0"
"269157","2341144","2","","9999","Quantity not specified","90000","21.0"
"269159","2341145","1","","9999","1 cup, shredded","10159","113.0"
"269160","2341145","2","","9999","Quantity not specified","90000","21.0"
"269161","2341146","1","","9999","1 cup, crumbled","10059","132.0"
"269162","2341146","2","","9999","1 oz","40000","28.35"
"269163","2341146","3","","9999","Quantity not specified","90000","21.0"
"269164","2341146","4","","9999","1 cubic inch","51000","17.5"
"269170","2341147","6","","9999","1 cubic inch","51000","18.0"
"269167","2341147","3","","9999","1 cup, diced","10066","132.0"
"269168","2341147","4","","9999","1 cup, shredded","10159","113.0"
"269166","2341147","2","","9999","1 slice","61935","21.0"
"269169","2341147","5","","9999","1 cup, NFS","10010","113.0"
"269165","2341147","1","","9999","1 cracker-size slice","64017","9.0"
"269171","2341147","7","","9999","Quantity not specified","90000","21.0"
"269173","2341148","2","","9999","1 slice","61935","21.0"
"269176","2341148","5","","9999","1 cubic inch","51000","18.0"
"269177","2341148","6","","9999","Quantity not specified","90000","21.0"
"269174","2341148","3","","9999","1 cup","10205","135.0"
"269175","2341148","4","","9999","1 oz","40000","28.35"
"269172","2341148","1","","9999","1 cracker-size slice","64017","9.0"
"269178","2341149","1","","9999","1 cup","10205","100.0"
"269180","2341149","3","","9999","Quantity not specified","90000","21.0"
"269179","2341149","2","","9999","1 tablespoon","21000","6.2"
"269181","2341150","1","","9999","1 cup","10205","210.0"
"269182","2341150","2","","9999","Quantity not specified","90000","105.0"
"269183","2341151","1","","9999","1 cup","10205","210.0"
"269184","2341151","2","","9999","Quantity not specified","90000","105.0"
"269186","2341152","2","","9999","Quantity not specified","90000","105.0"
"269185","2341152","1","","9999","1 cup","10205","210.0"
"269188","2341153","2","","9999","Quantity not specified","90000","123.0"
"269187","2341153","1","","9999","1 cup","10205","246.0"
"269189","2341154","1","","9999","1 cup","10205","226.0"
"269190","2341154","2","","9999","Quantity not specified","90000","113.0"
"269191","2341155","1","","9999","1 cup","10205","226.0"
"269192","2341155","2","","9999","Quantity not specified","90000","113.0"
"269195","2341156","4","","9999","1 cup, creamed","10339","210.0"
"269196","2341156","5","","9999","1 cup, NFS","10010","210.0"
"269194","2341156","3","","9999","1 cup, dry type","10072","145.0"
"269193","2341156","2","","9999","Quantity not specified","90000","105.0"
"269200","2341157","5","","9999","1 cup, NFS","10010","210.0"
"269199","2341157","4","","9999","1 cup, creamed","10339","210.0"
"269198","2341157","3","","9999","1 cup, dry type","10072","145.0"
"269197","2341157","2","","9999","Quantity not specified","90000","105.0"
"269202","2341158","2","","9999","1 slice","61935","28.0"
"269203","2341158","3","","9999","1 cubic inch","51000","17.0"
"269204","2341158","4","","9999","Quantity not specified","90000","64.0"
"269201","2341158","1","","9999","1 cup","10205","128.0"
"269205","2341159","1","","9999","1 cup","10205","226.0"
"269206","2341159","2","","9999","Quantity not specified","90000","113.0"
"269208","2341160","2","","9999","Quantity not specified","90000","113.0"
"269207","2341160","1","","9999","1 cup","10205","226.0"
"269209","2341161","1","","9999","1 cup","10205","226.0"
"269210","2341161","2","","9999","Quantity not specified","90000","113.0"
"269211","2341162","1","","9999","1 cup","10205","227.0"
"269212","2341162","2","","9999","Quantity not specified","90000","113.0"
"269216","2341163","4","","9999","Quantity not specified","90000","30.0"
"269214","2341163","2","","9999","1 tablespoon","21000","15.0"
"269213","2341163","1","","9999","1 cup","10205","240.0"
"269215","2341163","3","","9999","1 individual container","60868","28.35"
"269218","2341164","2","","9999","1 tablespoon","21000","15.0"
"269217","2341164","1","","9999","1 cup","10205","240.0"
"269219","2341164","3","","9999","1 individual container","60868","28.35"
"269220","2341164","4","","9999","Quantity not specified","90000","30.0"
"269223","2341165","3","","9999","Quantity not specified","90000","30.0"
"269221","2341165","1","","9999","1 cup","10205","240.0"
"269222","2341165","2","","9999","1 tablespoon","21000","15.0"
"269226","2341166","4","","9999","1 cubic inch","51000","17.5"
"269224","2341166","1","","9999","1 cracker-size slice","64017","9.0"
"269228","2341166","6","","9999","1 slice","61935","21.0"
"269227","2341166","5","","9999","Quantity not specified","90000","21.0"
"269225","2341166","3","","9999","1"" wedge","62376","28.0"
"269233","2341167","5","","9999","1 cup, diced","10066","140.0"
"269235","2341167","8","","9999","1 cup, NFS","10010","113.0"
"269236","2341167","9","","9999","1 cup, cubed","10310","132.0"
"269229","2341167","1","","9999","1 cracker-size slice","64017","9.0"
"269230","2341167","2","","9999","1 slice","61935","21.0"
"269232","2341167","4","","9999","1 cup, shredded","10159","113.0"
"269237","2341167","10","","9999","1 cubic inch","51000","17.5"
"269238","2341167","11","","9999","Quantity not specified","90000","21.0"
"269231","2341167","3","","9999","1 stick","62239","28.35"
"269234","2341167","6","","9999","1 cup, melted","10120","244.0"
"269239","2341168","1","","9999","1 cracker-size slice","64017","9.0"
"269243","2341168","5","","9999","1 cup, diced","10066","140.0"
"269247","2341168","10","","9999","1 cubic inch","51000","17.5"
"269241","2341168","3","","9999","1 stick","62239","28.35"
"269248","2341168","11","","9999","Quantity not specified","90000","21.0"
"269245","2341168","8","","9999","1 cup, NFS","10010","113.0"
"269242","2341168","4","","9999","1 cup, shredded","10159","113.0"
"269240","2341168","2","","9999","1 slice","61935","21.0"
"269244","2341168","6","","9999","1 cup, melted","10120","244.0"
"269246","2341168","9","","9999","1 cup, cubed","10310","132.0"
"269253","2341169","5","","9999","1 cup, diced","10066","140.0"
"269254","2341169","6","","9999","1 cup, melted","10120","244.0"
"269252","2341169","4","","9999","1 cup, shredded","10159","113.0"
"269257","2341169","10","","9999","1 cubic inch","51000","16.2"
"269256","2341169","9","","9999","1 cup, cubed","10310","132.0"
"269250","2341169","2","","9999","1 slice","61935","21.0"
"269251","2341169","3","","9999","1 stick","62239","28.35"
"269249","2341169","1","","9999","1 cracker-size slice","64017","9.0"
"269255","2341169","7","","9999","1 cup, NFS","10010","113.0"
"269258","2341169","12","","9999","Quantity not specified","90000","21.0"
"269259","2341170","1","","9999","1 cracker-size slice","64017","9.0"
"269262","2341170","4","","9999","1 cup, shredded","10159","113.0"
"269261","2341170","3","","9999","1 cup, diced","10066","140.0"
"269260","2341170","2","","9999","1 slice","61935","21.0"
"269263","2341170","5","","9999","1 cup, NFS","10010","113.0"
"269264","2341170","6","","9999","1 cubic inch","51000","17.5"
"269265","2341170","7","","9999","Quantity not specified","90000","21.0"
"269267","2341171","2","","9999","1 slice","61935","21.0"
"269272","2341171","7","","9999","Quantity not specified","90000","21.0"
"269268","2341171","3","","9999","1 cup, diced","10066","140.0"
"269271","2341171","6","","9999","1 cubic inch","51000","17.5"
"269269","2341171","4","","9999","1 cup, shredded","10159","113.0"
"269273","2341171","8","","9999","1 cup, melted","10120","244.0"
"269270","2341171","5","","9999","1 cup, NFS","10010","113.0"
"269275","2341171","10","","9999","1 bite size","60413","4.7"
"269266","2341171","1","","9999","1 cracker-size slice","64017","9.0"
"269274","2341171","9","","9999","1 wedge","62927","21.0"
"269277","2341172","2","","9999","1 tablespoon","21000","15.0"
"269276","2341172","1","","9999","1 cup","10205","240.0"
"269278","2341172","3","","9999","Quantity not specified","90000","30.0"
"269280","2341173","3","","9999","1 Handi-Snack cheese container","63922","16.0"
"269279","2341173","2","","9999","Quantity not specified","90000","21.0"
"269281","2341173","4","","9999","1 slice","61935","21.0"
"269285","2341174","5","","9999","1 cup, shredded","10159","113.0"
"269286","2341174","6","","9999","1 cup, diced","10066","140.0"
"269283","2341174","3","","9999","1 oz","40000","28.35"
"269284","2341174","4","","9999","1 cup, melted","10120","244.0"
"269290","2341174","10","","9999","1 slice","61935","21.0"
"269282","2341174","1","","9999","1 cracker-size slice","64017","9.0"
"269288","2341174","8","","9999","1 cubic inch","51000","17.5"
"269287","2341174","7","","9999","1 cup, NFS","10010","113.0"
"269289","2341174","9","","9999","Quantity not specified","90000","21.0"
"269297","2341175","7","","9999","Quantity not specified","90000","14.0"
"269296","2341175","6","","9999","1 cubic inch","51000","17.5"
"269294","2341175","4","","9999","1 cup, melted","10120","244.0"
"269293","2341175","3","","9999","1 cup, diced","10066","140.0"
"269295","2341175","5","","9999","1 cup, NFS","10010","113.0"
"269291","2341175","1","","9999","1 oz","40000","28.35"
"269292","2341175","2","","9999","1 cup, shredded","10159","113.0"
"269303","2341176","7","","9999","1 cup, diced","10066","140.0"
"269304","2341176","8","","9999","1 cubic inch","51000","17.5"
"269305","2341176","9","","9999","Quantity not specified","90000","21.0"
"269299","2341176","2","","9999","1 slice","61935","21.0"
"269307","2341176","11","","9999","1 bite size","60413","4.7"
"269301","2341176","5","","9999","1 jar (5 oz)","60894","142.0"
"269300","2341176","4","","9999","1 oz","40000","28.35"
"269302","2341176","6","","9999","1 cup","10205","244.0"
"269306","2341176","10","","9999","1 wedge","62927","21.0"
"269298","2341176","1","","9999","1 cracker-size slice","64017","9.0"
"269311","2341177","4","","9999","Quantity not specified","90000","30.0"
"269310","2341177","3","","9999","1 cubic inch","51000","17.5"
"269309","2341177","2","","9999","1 cup","10205","244.0"
"269308","2341177","1","","9999","1 oz","40000","28.35"
"269312","2341178","1","","9999","1 cup","10205","240.0"
"269314","2341178","3","","9999","Quantity not specified","90000","30.0"
"269313","2341178","2","","9999","1 oz","40000","28.35"
"269317","2341179","3","","9999","Quantity not specified","90000","30.0"
"269316","2341179","2","","9999","1 oz","40000","28.35"
"269315","2341179","1","","9999","1 cup","10205","240.0"
"269320","2341180","3","","9999","Quantity not specified","90000","28.0"
"269318","2341180","1","","9999","1 cup","10205","225.0"
"269319","2341180","2","","9999","1 can (4.75 oz)","60523","135.0"
"269325","2341181","5","","9999","Quantity not specified","90000","21.0"
"269323","2341181","3","","9999","1 cup, NFS","10010","113.0"
"269324","2341181","4","","9999","1 cubic inch","51000","17.7"
"269322","2341181","2","","9999","1 cup, shredded","10159","113.0"
"269321","2341181","1","","9999","1 slice","61935","21.0"
"269326","2341182","1","","9999","1 cup","10205","240.0"
"269327","2341182","2","","9999","Quantity not specified","90000","120.0"
"269329","2341183","2","","9999","Quantity not specified","90000","120.0"
"269328","2341183","1","","9999","1 cup","10205","240.0"
"269331","2341184","2","","9999","Quantity not specified","90000","120.0"
"269330","2341184","1","","9999","1 cup","10205","240.0"
"269334","2341185","3","","9999","1 cubic inch","51000","16.6"
"269332","2341185","1","","9999","1 tablespoon","21000","15.0"
"269333","2341185","2","","9999","Quantity not specified","90000","30.0"
"269335","2341186","1","","9999","1 tablespoon","21000","15.0"
"269336","2341186","2","","9999","1 individual container","60868","70.0"
"269337","2341186","3","","9999","Quantity not specified","90000","60.0"
"269338","2341187","1","","9999","1 tablespoon","21000","15.0"
"269339","2341187","2","","9999","1 individual container","60868","70.0"
"269340","2341187","3","","9999","Quantity not specified","90000","60.0"
"269342","2341188","2","","9999","1 individual container","60868","70.0"
"269341","2341188","1","","9999","1 tablespoon","21000","15.0"
"269343","2341188","3","","9999","Quantity not specified","90000","60.0"
"269346","2341189","3","","9999","Quantity not specified","90000","60.0"
"269345","2341189","2","","9999","1 individual container","60868","70.0"
"269344","2341189","1","","9999","1 tablespoon","21000","15.0"
"269347","2341190","1","","9999","1 tablespoon","21000","15.0"
"269349","2341190","4","","9999","Quantity not specified","90000","60.0"
"269348","2341190","2","","9999","1 individual container","60868","70.0"
"269352","2341191","3","","9999","Topping per surface inch of pizza","52002","2.1"
"269350","2341191","1","","9999","Topping from 1 piece","64306","40.0"
"269351","2341191","2","","9999","1 cup","10205","215.0"
"269353","2341191","5","","9999","Quantity not specified","90000","80.0"
"269356","2341192","3","","9999","Topping per surface inch of pizza","52002","2.6"
"269357","2341192","5","","9999","Quantity not specified","90000","98.0"
"269354","2341192","1","","9999","Topping from 1 piece","64306","49.0"
"269355","2341192","2","","9999","1 cup","10205","168.0"
"269361","2341193","5","","9999","Quantity not specified","90000","82.0"
"269359","2341193","2","","9999","1 cup","10205","168.0"
"269358","2341193","1","","9999","Topping from 1 piece","64306","41.0"
"269360","2341193","3","","9999","Topping per surface inch of pizza","52002","2.1"
"269365","2341194","5","","9999","Quantity not specified","90000","102.0"
"269363","2341194","2","","9999","1 cup","10205","168.0"
"269364","2341194","3","","9999","Topping per surface inch of pizza","52002","2.6"
"269362","2341194","1","","9999","Topping from 1 piece","64306","51.0"
"269367","2341195","2","","9999","Quantity not specified","90000","52.0"
"269366","2341195","1","","9999","1 tablespoon","21000","13.0"
