"id","fdc_id","seq_num","food_attribute_type_id","name","value"
"2641903","2341116","","999","WWEIA Category description","Cheese"
"2641905","2341117","","999","WWEIA Category description","Cheese"
"2662842","2341117","","1002","","Moisture change: 0%"
"2641904","2341117","","999","WWEIA Category number","1602"
"2641906","2341118","","999","WWEIA Category number","1602"
"2662843","2341118","","1002","","Moisture change: 0%"
"2641907","2341118","","999","WWEIA Category description","Cheese"
"2641909","2341119","","999","WWEIA Category description","Cheese"
"2641908","2341119","","999","WWEIA Category number","1602"
"2662844","2341119","","1002","","Moisture change: 0%"
"2653242","2341119","1","1001","","Chevres"
"2641911","2341120","","999","WWEIA Category description","Cheese"
"2653243","2341120","1","1001","","Caciocavallo"
"2653244","2341120","2","1001","","Delft"
"2641910","2341120","","999","WWEIA Category number","1602"
"2662845","2341120","","1002","","Moisture change: 0%"
"2641913","2341121","","999","WWEIA Category description","Cheese"
"2641912","2341121","","999","WWEIA Category number","1602"
"2662846","2341121","","1002","","Moisture change: 0%"
"2662847","2341122","","1002","","Moisture change: 0%"
"2641914","2341122","","999","WWEIA Category number","1602"
"2641915","2341122","","999","WWEIA Category description","Cheese"
"2653245","2341123","1","1001","","Monterey Jack cheese"
"2653246","2341123","2","1001","","Pepper Jack cheese"
"2662848","2341123","","1002","","Moisture change: 0%"
"2641916","2341123","","999","WWEIA Category number","1602"
"2641917","2341123","","999","WWEIA Category description","Cheese"
"2653251","2341124","5","1001","","Pepper Jack cheese, reduced fat"
"2653250","2341124","4","1001","","made from 2% milk"
"2653248","2341124","2","1001","","lowfat"
"2641919","2341124","","999","WWEIA Category description","Cheese"
"2662849","2341124","","1002","","Moisture change: 0%"
"2641918","2341124","","999","WWEIA Category number","1602"
"2653249","2341124","3","1001","","part skim"
"2653247","2341124","1","1001","","Kraft Light Naturals Monterey Jack Cheese"
"2662850","2341125","","1002","","Moisture change: 0%"
"2641920","2341125","","999","WWEIA Category number","1602"
"2653253","2341125","4","1001","","cheese curds"
"2641921","2341125","","999","WWEIA Category description","Cheese"
"2653252","2341125","1","1001","","pizza cheese"
"2653258","2341126","6","1001","","Stringsters"
"2653259","2341126","7","1001","","County Line"
"2653262","2341126","10","1001","","Sorrento"
"2653265","2341126","13","1001","","made with 2% milk"
"2653254","2341126","2","1001","","Chedarella Cheese"
"2653256","2341126","4","1001","","cheese sticks, NS as to type of cheese"
"2662851","2341126","","1002","","Moisture change: 0%"
"2653257","2341126","5","1001","","Poly-O"
"2653261","2341126","9","1001","","Mootown Snackers"
"2641923","2341126","","999","WWEIA Category description","Cheese"
"2653263","2341126","11","1001","","lowfat"
"2653255","2341126","3","1001","","string cheese"
"2641922","2341126","","999","WWEIA Category number","1602"
"2653260","2341126","8","1001","","Richfood"
"2653264","2341126","12","1001","","reduced fat"
"2641924","2341127","","999","WWEIA Category number","1602"
"2641925","2341127","","999","WWEIA Category description","Cheese"
"2662852","2341127","","1002","","Moisture change: 0%"
"2653266","2341127","1","1001","","Sorrento Reduced Sodium String Cheese"
"2653267","2341127","2","1001","","less or lower sodium products"
"2641927","2341128","","999","WWEIA Category description","Cheese"
"2653269","2341128","4","1001","","fat free string cheese"
"2662853","2341128","","1002","","Moisture change: 0%"
"2653268","2341128","3","1001","","fat free cheese sticks"
"2641926","2341128","","999","WWEIA Category number","1602"
"2641928","2341129","","999","WWEIA Category number","1602"
"2641929","2341129","","999","WWEIA Category description","Cheese"
"2662854","2341129","","1002","","Moisture change: 0%"
"2653272","2341130","3","1001","","made with 2% milk"
"2653270","2341130","1","1001","","lowfat"
"2641930","2341130","","999","WWEIA Category number","1602"
"2653271","2341130","2","1001","","part skim"
"2641931","2341130","","999","WWEIA Category description","Cheese"
"2662855","2341130","","1002","","Moisture change: 0%"
"2662856","2341131","","1002","","Moisture change: 0%"
"2653273","2341131","1","1001","","Romano, grated"
"2641932","2341131","","999","WWEIA Category number","1602"
"2641933","2341131","","999","WWEIA Category description","Cheese"
"2653274","2341131","2","1001","","Asiago, aged"
"2641934","2341132","","999","WWEIA Category number","1602"
"2641935","2341132","","999","WWEIA Category description","Cheese"
"2653275","2341132","1","1001","","Kraft Reduced Fat Grated Topping"
"2653278","2341132","4","1001","","made with 2% milk"
"2662857","2341132","","1002","","Moisture change: 0%"
"2653276","2341132","2","1001","","lowfat"
"2653277","2341132","3","1001","","part skim"
"2662858","2341133","","1002","","Moisture change: 0%"
"2653279","2341133","1","1001","","Romano"
"2653281","2341133","3","1001","","fresh grated"
"2653280","2341133","2","1001","","Asiago, fresh"
"2641937","2341133","","999","WWEIA Category description","Cheese"
"2641936","2341133","","999","WWEIA Category number","1602"
"2653282","2341134","1","1001","","Kraft Free Nonfat Grated Topping"
"2641939","2341134","","999","WWEIA Category description","Cheese"
"2641938","2341134","","999","WWEIA Category number","1602"
"2662859","2341134","","1002","","Moisture change: 0%"
"2641941","2341135","","999","WWEIA Category description","Cheese"
"2662860","2341135","","1002","","Moisture change: 0%"
"2641940","2341135","","999","WWEIA Category number","1602"
"2641943","2341136","","999","WWEIA Category description","Cheese"
"2641942","2341136","","999","WWEIA Category number","1602"
"2662861","2341136","","1002","","Moisture change: 0%"
"2641945","2341137","","999","WWEIA Category description","Cheese"
"2653285","2341137","4","1001","","made from 2% milk"
"2641944","2341137","","999","WWEIA Category number","1602"
"2653284","2341137","3","1001","","part skim"
"2662862","2341137","","1002","","Moisture change: 0%"
"2653283","2341137","2","1001","","lowfat"
"2653287","2341138","3","1001","","Jarlsburg"
"2641947","2341138","","999","WWEIA Category description","Cheese"
"2653289","2341138","5","1001","","Danbo"
"2653290","2341138","6","1001","","Sweitzer"
"2653291","2341138","7","1001","","Sapsago"
"2641946","2341138","","999","WWEIA Category number","1602"
"2653286","2341138","1","1001","","Emmentaler"
"2662863","2341138","","1002","","Moisture change: 0%"
"2653288","2341138","4","1001","","Samsoe"
"2653292","2341139","1","1001","","less or lower sodium products"
"2641948","2341139","","999","WWEIA Category number","1602"
"2662864","2341139","","1002","","Moisture change: 0%"
"2641949","2341139","","999","WWEIA Category description","Cheese"
"2662865","2341140","","1002","","Moisture change: 0%"
"2653293","2341140","1","1001","","lowfat"
"2653294","2341140","2","1001","","part skim"
"2653295","2341140","3","1001","","made from 2% milk"
"2641951","2341140","","999","WWEIA Category description","Cheese"
"2641950","2341140","","999","WWEIA Category number","1602"
"2641952","2341141","","999","WWEIA Category number","1602"
"2653296","2341141","1","1001","","made from skim milk"
"2641953","2341141","","999","WWEIA Category description","Cheese"
"2662866","2341141","","1002","","Moisture change: 0%"
"2662867","2341142","","1002","","Moisture change: 0%"
"2653297","2341142","1","1001","","less or lower sodium products"
"2653298","2341142","2","1001","","Colby, reduced sodium"
"2641954","2341142","","999","WWEIA Category number","1602"
"2641955","2341142","","999","WWEIA Category description","Cheese"
"2641957","2341143","","999","WWEIA Category description","Cheese"
"2641956","2341143","","999","WWEIA Category number","1602"
"2662868","2341143","","1002","","Moisture change: -80%"
"2653299","2341143","1","1001","","Indian cheese"
"2653301","2341144","2","1001","","Sargento Mexican 4 Cheese"
"2641959","2341144","","999","WWEIA Category description","Cheese"
"2662869","2341144","","1002","","Moisture change: 0%"
"2653300","2341144","1","1001","","Kraft Mexican Four Cheese"
"2641958","2341144","","999","WWEIA Category number","1602"
"2662870","2341145","","1002","","Moisture change: 0%"
"2653305","2341145","4","1001","","part skim"
"2653306","2341145","5","1001","","made from 2% milk"
"2653303","2341145","2","1001","","Sargento Mexican 4 Cheese Reduced Fat"
"2641960","2341145","","999","WWEIA Category number","1602"
"2641961","2341145","","999","WWEIA Category description","Cheese"
"2653302","2341145","1","1001","","Kraft Mexican Four Cheese made with 2% Milk"
"2653304","2341145","3","1001","","lowfat"
"2662871","2341146","","1002","","Moisture change: 0%"
"2653307","2341146","1","1001","","Queso Ranchero Seco"
"2641962","2341146","","999","WWEIA Category number","1602"
"2641963","2341146","","999","WWEIA Category description","Cheese"
"2653308","2341147","1","1001","","Oaxacan-style string cheese"
"2641964","2341147","","999","WWEIA Category number","1602"
"2641965","2341147","","999","WWEIA Category description","Cheese"
"2662872","2341147","","1002","","Moisture change: 0%"
"2641966","2341148","","999","WWEIA Category number","1602"
"2641967","2341148","","999","WWEIA Category description","Cheese"
"2653309","2341148","2","1001","","Queso Ranchero"
"2662873","2341148","","1002","","Moisture change: 0%"
"2653310","2341148","3","1001","","Mexican cheese, NFS"
"2662874","2341149","","1002","","Moisture change: 0%"
"2641969","2341149","","999","WWEIA Category description","Cheese"
"2641968","2341149","","999","WWEIA Category number","1602"
"2641970","2341150","","999","WWEIA Category number","1604"
"2662875","2341150","","1002","","Moisture change: 0%"
"2641971","2341150","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641972","2341151","","999","WWEIA Category number","1604"
"2641973","2341151","","999","WWEIA Category description","Cottage/ricotta cheese"
"2662876","2341151","","1002","","Moisture change: 0%"
"2653311","2341151","1","1001","","regular (4% fat) cottage cheese"
"2653312","2341152","1","1001","","pressed cheese"
"2641974","2341152","","999","WWEIA Category number","1604"
"2662877","2341152","","1002","","Moisture change: 0%"
"2641975","2341152","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641977","2341153","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641976","2341153","","999","WWEIA Category number","1604"
"2662878","2341153","","1002","","Moisture change: 0%"
"2653315","2341154","3","1001","","cottage cheese salad, NFS"
"2662879","2341154","","1002","","Moisture change: 0%"
"2641978","2341154","","999","WWEIA Category number","1604"
"2653313","2341154","1","1001","","creamed or uncreamed"
"2653314","2341154","2","1001","","large or small curd"
"2641979","2341154","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641980","2341155","","999","WWEIA Category number","1604"
"2641981","2341155","","999","WWEIA Category description","Cottage/ricotta cheese"
"2662880","2341155","","1002","","Moisture change: 0%"
"2653319","2341156","6","1001","","Quark Nonfat Soft Spreadable Cheese"
"2653317","2341156","3","1001","","dutch"
"2641983","2341156","","999","WWEIA Category description","Cottage/ricotta cheese"
"2653320","2341156","7","1001","","pot"
"2653316","2341156","1","1001","","baker's"
"2662881","2341156","","1002","","Moisture change: 0%"
"2653318","2341156","4","1001","","skim"
"2641982","2341156","","999","WWEIA Category number","1604"
"2641985","2341157","","999","WWEIA Category description","Cottage/ricotta cheese"
"2653322","2341157","2","1001","","nonfat cottage cheese"
"2662882","2341157","","1002","","Moisture change: 0%"
"2653323","2341157","3","1001","","Light N Lively Free Nonfat Cottage Cheese"
"2653321","2341157","1","1001","","Friendship Nonfat Cottage Cheese"
"2641984","2341157","","999","WWEIA Category number","1604"
"2662883","2341158","","1002","","Moisture change: 0%"
"2641987","2341158","","999","WWEIA Category description","Cottage/ricotta cheese"
"2653324","2341158","1","1001","","Queso del pais, Blanco"
"2641986","2341158","","999","WWEIA Category number","1604"
"2662884","2341159","","1002","","Moisture change: 0%"
"2653325","2341159","1","1001","","1-2% fat"
"2641989","2341159","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641988","2341159","","999","WWEIA Category number","1604"
"2662885","2341160","","1002","","Moisture change: 0%"
"2641991","2341160","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641990","2341160","","999","WWEIA Category number","1604"
"2641993","2341161","","999","WWEIA Category description","Cottage/ricotta cheese"
"2653326","2341161","1","1001","","no salt added"
"2662886","2341161","","1002","","Moisture change: 0%"
"2641992","2341161","","999","WWEIA Category number","1604"
"2653327","2341162","1","1001","","Lactaid"
"2641995","2341162","","999","WWEIA Category description","Cottage/ricotta cheese"
"2641994","2341162","","999","WWEIA Category number","1604"
"2662887","2341162","","1002","","Moisture change: 0%"
"2641997","2341163","","999","WWEIA Category description","Cream cheese, sour cream, whipped cream"
"2662888","2341163","","1002","","Moisture change: 0%"
"2641996","2341163","","999","WWEIA Category number","8006"
"2641998","2341164","","999","WWEIA Category number","8006"
"2641999","2341164","","999","WWEIA Category description","Cream cheese, sour cream, whipped cream"
"2662889","2341164","","1002","","Moisture change: 0%"
"2653331","2341165","4","1001","","plain or flavored"
"2642000","2341165","","999","WWEIA Category number","8006"
"2642001","2341165","","999","WWEIA Category description","Cream cheese, sour cream, whipped cream"
"2653330","2341165","3","1001","","1/3 less fat"
"2662890","2341165","","1002","","Moisture change: 0%"
"2653329","2341165","2","1001","","reduced fat"
"2653328","2341165","1","1001","","Neufchatel"
"2642002","2341166","","999","WWEIA Category number","1602"
"2642003","2341166","","999","WWEIA Category description","Cheese"
"2662891","2341166","","1002","","Moisture change: 0%"
"2642004","2341167","","999","WWEIA Category number","1602"
"2642005","2341167","","999","WWEIA Category description","Cheese"
"2662892","2341167","","1002","","Moisture change: 0%"
"2642007","2341168","","999","WWEIA Category description","Cheese"
"2653334","2341168","3","1001","","made from 2% milk"
"2653332","2341168","1","1001","","lowfat"
"2653333","2341168","2","1001","","part skim"
"2662893","2341168","","1002","","Moisture change: 0%"
"2642006","2341168","","999","WWEIA Category number","1602"
"2642008","2341169","","999","WWEIA Category number","1602"
"2642009","2341169","","999","WWEIA Category description","Cheese"
"2662894","2341169","","1002","","Moisture change: 0%"
"2642011","2341170","","999","WWEIA Category description","Cheese"
"2662895","2341170","","1002","","Moisture change: 0%"
"2653335","2341170","1","1001","","less or lower sodium products"
"2642010","2341170","","999","WWEIA Category number","1602"
"2642012","2341171","","999","WWEIA Category number","1602"
"2653338","2341171","3","1001","","lowfat"
"2642013","2341171","","999","WWEIA Category description","Cheese"
"2653336","2341171","1","1001","","Velveeta 2% milk or light"
"2653337","2341171","2","1001","","Laughing Cow Spreadable Cheese Wedges & Bites"
"2662896","2341171","","1002","","Moisture change: 0%"
"2653340","2341171","5","1001","","made with 2% milk"
"2653339","2341171","4","1001","","part skim"
"2662897","2341172","","1002","","Moisture change: 0%"
"2653341","2341172","4","1001","","cream cheese, fat free"
"2642015","2341172","","999","WWEIA Category description","Cream cheese, sour cream, whipped cream"
"2642014","2341172","","999","WWEIA Category number","8006"
"2653342","2341172","5","1001","","plain or flavored"
"2662898","2341173","","1002","","Moisture change: 0%"
"2653343","2341173","1","1001","","Handi-Snack cheese container"
"2642016","2341173","","999","WWEIA Category number","1602"
"2642017","2341173","","999","WWEIA Category description","Cheese"
"2642018","2341174","","999","WWEIA Category number","1602"
"2662899","2341174","","1002","","Moisture change: 0%"
"2653344","2341174","1","1001","","pepper cheese"
"2642019","2341174","","999","WWEIA Category description","Cheese"
"2653345","2341174","2","1001","","pimiento"
"2662900","2341175","","1002","","Moisture change: 0%"
"2642020","2341175","","999","WWEIA Category number","1602"
"2642021","2341175","","999","WWEIA Category description","Cheese"
"2653351","2341176","8","1001","","Original Laughing Cow Cheese Wedges & Bites"
"2653349","2341176","6","1001","","Kraft Cheese Spreads"
"2642022","2341176","","999","WWEIA Category number","1602"
"2642023","2341176","","999","WWEIA Category description","Cheese"
"2653348","2341176","5","1001","","cheese spread, NFS"
"2662901","2341176","","1002","","Moisture change: 0%"
"2653347","2341176","2","1001","","Cheez Whiz (all flavors)"
"2653350","2341176","7","1001","","Kraft Bacon Cheese Spread"
"2653346","2341176","1","1001","","Velveeta"
"2642024","2341177","","999","WWEIA Category number","1602"
"2642025","2341177","","999","WWEIA Category description","Cheese"
"2662902","2341177","","1002","","Moisture change: 0%"
"2653352","2341177","1","1001","","Swiss Almond cold pack cheese food"
"2642027","2341178","","999","WWEIA Category description","Cream cheese, sour cream, whipped cream"
"2653353","2341178","1","1001","","olive"
"2653358","2341178","7","1001","","relish"
"2662903","2341178","","1002","","Moisture change: 0%"
"2653356","2341178","5","1001","","clam"
"2653354","2341178","2","1001","","pimiento"
"2653355","2341178","4","1001","","onion"
"2653360","2341178","9","1001","","smoked salmon"
"2653357","2341178","6","1001","","roka"
"2642026","2341178","","999","WWEIA Category number","8006"
"2653361","2341178","10","1001","","fruit flavors"
"2653359","2341178","8","1001","","Rondele Cheese Spread"
"2662904","2341179","","1002","","Moisture change: 0%"
"2642029","2341179","","999","WWEIA Category description","Cream cheese, sour cream, whipped cream"
"2642028","2341179","","999","WWEIA Category number","8006"
"2653362","2341179","1","1001","","vegetable"
"2653364","2341179","3","1001","","salmon"
"2653363","2341179","2","1001","","chives & onion"
"2642031","2341180","","999","WWEIA Category description","Cheese"
"2653365","2341180","1","1001","","Easy Cheese"
"2642030","2341180","","999","WWEIA Category number","1602"
"2662905","2341180","","1002","","Moisture change: 0%"
"2653366","2341181","1","1001","","American"
"2642033","2341181","","999","WWEIA Category description","Cheese"
"2662906","2341181","","1002","","Moisture change: 0%"
"2653369","2341181","4","1001","","imitation cheese, NFS"
"2642032","2341181","","999","WWEIA Category number","1602"
"2653367","2341181","2","1001","","cheddar"
"2653368","2341181","3","1001","","mozzarella"
"2642035","2341182","","999","WWEIA Category description","Cottage/ricotta cheese"
"2662907","2341182","","1002","","Moisture change: 0%"
"2642034","2341182","","999","WWEIA Category number","1604"
"2653370","2341182","1","1001","","Jell-O"
"2662908","2341183","","1002","","Moisture change: -10.6%"
"2642037","2341183","","999","WWEIA Category description","Cottage/ricotta cheese"
"2653371","2341183","1","1001","","Jell-O"
"2642036","2341183","","999","WWEIA Category number","1604"
"2642039","2341184","","999","WWEIA Category description","Cottage/ricotta cheese"
"2642038","2341184","","999","WWEIA Category number","1604"
"2662909","2341184","","1002","","Moisture change: 0%"
"2653372","2341184","1","1001","","Jell-O"
"2642040","2341185","","999","WWEIA Category number","1602"
"2662910","2341185","","1002","","Moisture change: 0%"
"2653373","2341185","2","1001","","cheese with nuts"
"2642041","2341185","","999","WWEIA Category description","Cheese"
"2642042","2341186","","999","WWEIA Category number","8412"
"2662911","2341186","","1002","","Moisture change: 0%"
"2642043","2341186","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642044","2341187","","999","WWEIA Category number","8412"
"2662912","2341187","","1002","","Moisture change: 0%"
"2642045","2341187","","999","WWEIA Category description","Dips, gravies, other sauces"
"2653376","2341188","3","1001","","shrimp dip"
"2653375","2341188","2","1001","","crab dip"
"2662913","2341188","","1002","","Moisture change: 0%"
"2653377","2341188","4","1001","","tuna dip"
"2642047","2341188","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642046","2341188","","999","WWEIA Category number","8412"
"2653374","2341188","1","1001","","clam dip"
"2653378","2341189","1","1001","","chili con queso"
"2653380","2341189","3","1001","","salsa con queso"
"2642048","2341189","","999","WWEIA Category number","8412"
"2642049","2341189","","999","WWEIA Category description","Dips, gravies, other sauces"
"2662914","2341189","","1002","","Moisture change: 0%"
"2653379","2341189","2","1001","","jalapeno cheddar"
"2662915","2341190","","1002","","Moisture change: 0%"
"2653381","2341190","2","1001","","cheese other than blue or cream cheese"
"2642050","2341190","","999","WWEIA Category number","8412"
"2642051","2341190","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642052","2341191","","999","WWEIA Category number","3602"
"2642053","2341191","","999","WWEIA Category description","Pizza"
"2653382","2341191","1","1001","","cheese and tomato sauce from pizza crust of any thickness"
"2662916","2341191","","1002","","Moisture change: -20%"
"2662917","2341192","","1002","","Moisture change: -45%"
"2642055","2341192","","999","WWEIA Category description","Pizza"
"2653383","2341192","1","1001","","cheese, tomato sauce, and vegetables from pizza crust of any thickness"
"2642054","2341192","","999","WWEIA Category number","3602"
"2662918","2341193","","1002","","Moisture change: -20%"
"2642057","2341193","","999","WWEIA Category description","Pizza"
"2653385","2341193","3","1001","","all meat, poultry or seafood including pepperoni"
"2653384","2341193","1","1001","","cheese, tomato sauce, and meat from pizza crust of any thickness"
"2642056","2341193","","999","WWEIA Category number","3602"
"2642059","2341194","","999","WWEIA Category description","Pizza"
"2653387","2341194","3","1001","","all meat, poultry or seafood including pepperoni"
"2642058","2341194","","999","WWEIA Category number","3602"
"2653386","2341194","1","1001","","cheese, tomato sauce, meat, and vegetables from pizza crust of any thickness"
"2662919","2341194","","1002","","Moisture change: -30%"
"2642060","2341195","","999","WWEIA Category number","8412"
"2662920","2341195","","1002","","Moisture change: -5%"
"2642061","2341195","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642062","2341196","","999","WWEIA Category number","2502"
"2642063","2341196","","999","WWEIA Category description","Eggs and omelets"
"2662921","2341196","","1002","","Moisture change: -4%"
"2662922","2341197","","1002","","Moisture change: -10%"
"2642064","2341197","","999","WWEIA Category number","8412"
"2642065","2341197","","999","WWEIA Category description","Dips, gravies, other sauces"
"2662923","2341198","","1002","","Moisture change: 0%"
"2642067","2341198","","999","WWEIA Category description","Cheese sandwiches"
"2642066","2341198","","999","WWEIA Category number","3720"
"2642069","2341199","","999","WWEIA Category description","Cheese sandwiches"
"2662924","2341199","","1002","","Moisture change: 0%"
"2642068","2341199","","999","WWEIA Category number","3720"
"2653388","2341200","1","1001","","multigrain, whole grain, whole wheat"
"2662925","2341200","","1002","","Moisture change: 0%"
"2642071","2341200","","999","WWEIA Category description","Cheese sandwiches"
"2642070","2341200","","999","WWEIA Category number","3720"
"2642073","2341201","","999","WWEIA Category description","Cheese sandwiches"
"2653389","2341201","3","1001","","other cheese such as Swiss, mozzarella, provolone"
"2662926","2341201","","1002","","Moisture change: 0%"
"2642072","2341201","","999","WWEIA Category number","3720"
"2642074","2341202","","999","WWEIA Category number","3720"
"2653390","2341202","1","1001","","other cheese such as Swiss, mozzarella, provolone"
"2653391","2341202","2","1001","","multigrain, whole grain, whole wheat"
"2642075","2341202","","999","WWEIA Category description","Cheese sandwiches"
"2662927","2341202","","1002","","Moisture change: 0%"
"2642076","2341203","","999","WWEIA Category number","3720"
"2642077","2341203","","999","WWEIA Category description","Cheese sandwiches"
"2662928","2341203","","1002","","Moisture change: 0%"
"2653392","2341203","5","1001","","fat free, part skim, or cheese made from 2% milk"
"2653393","2341204","3","1001","","fat free, part skim, or cheese made from 2% milk"
"2642078","2341204","","999","WWEIA Category number","3720"
"2653394","2341204","4","1001","","multigrain, whole grain, whole wheat"
"2662929","2341204","","1002","","Moisture change: 0%"
"2642079","2341204","","999","WWEIA Category description","Cheese sandwiches"
"2662930","2341205","","1002","","Moisture change: 0%"
"2642080","2341205","","999","WWEIA Category number","3720"
"2642081","2341205","","999","WWEIA Category description","Cheese sandwiches"
"2642082","2341206","","999","WWEIA Category number","3720"
"2642083","2341206","","999","WWEIA Category description","Cheese sandwiches"
"2662931","2341206","","1002","","Moisture change: 0%"
"2653395","2341207","1","1001","","multigrain, whole grain, whole wheat"
"2642084","2341207","","999","WWEIA Category number","3720"
"2662932","2341207","","1002","","Moisture change: 0%"
"2642085","2341207","","999","WWEIA Category description","Cheese sandwiches"
"2662933","2341208","","1002","","Moisture change: 0%"
"2653396","2341208","3","1001","","other cheese such as Swiss, mozzarella, provolone"
"2642086","2341208","","999","WWEIA Category number","3720"
"2642087","2341208","","999","WWEIA Category description","Cheese sandwiches"
"2653397","2341209","1","1001","","other cheese such as Swiss, mozzarella, provolone"
"2662934","2341209","","1002","","Moisture change: 0%"
"2642088","2341209","","999","WWEIA Category number","3720"
"2653398","2341209","2","1001","","multigrain, whole grain, whole wheat"
"2642089","2341209","","999","WWEIA Category description","Cheese sandwiches"
"2642091","2341210","","999","WWEIA Category description","Cheese sandwiches"
"2662935","2341210","","1002","","Moisture change: 0%"
"2642090","2341210","","999","WWEIA Category number","3720"
"2653399","2341210","5","1001","","fat free, part skim, or cheese made from 2% milk"
"2653401","2341211","4","1001","","multigrain, whole grain, whole wheat"
"2642092","2341211","","999","WWEIA Category number","3720"
"2662936","2341211","","1002","","Moisture change: 0%"
"2642093","2341211","","999","WWEIA Category description","Cheese sandwiches"
"2653400","2341211","3","1001","","fat free, part skim, or cheese made from 2% milk"
"2662937","2341212","","1002","","Moisture change: 0%"
"2642095","2341212","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642094","2341212","","999","WWEIA Category number","8412"
"2642097","2341213","","999","WWEIA Category description","Dips, gravies, other sauces"
"2653402","2341213","1","1001","","cream sauce"
"2642096","2341213","","999","WWEIA Category number","8412"
"2662938","2341213","","1002","","Moisture change: 0%"
"2642098","2341214","","999","WWEIA Category number","8412"
"2642099","2341214","","999","WWEIA Category description","Dips, gravies, other sauces"
"2662939","2341214","","1002","","Moisture change: 0%"
"2662940","2341215","","1002","","Moisture change: 0%"
"2642101","2341215","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642100","2341215","","999","WWEIA Category number","8412"
"2642103","2341216","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642102","2341216","","999","WWEIA Category number","8412"
"2662941","2341216","","1002","","Moisture change: 0%"
"2642105","2341217","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642104","2341217","","999","WWEIA Category number","8412"
"2662942","2341217","","1002","","Moisture change: 0%"
"2662943","2341218","","1002","","Moisture change: 0%"
"2642106","2341218","","999","WWEIA Category number","8412"
"2642107","2341218","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642108","2341219","","999","WWEIA Category number","8412"
"2642109","2341219","","999","WWEIA Category description","Dips, gravies, other sauces"
"2662944","2341219","","1002","","Moisture change: 0%"
"2642111","2341220","","999","WWEIA Category description","Dips, gravies, other sauces"
"2642110","2341220","","999","WWEIA Category number","8412"
"2662945","2341220","","1002","","Moisture change: 0%"
"2642113","2341221","","999","WWEIA Category description","Cheese"
"2653407","2341221","8","1001","","any cheese"
"2662946","2341221","","1002","","Moisture change: 0%"
"2642112","2341221","","999","WWEIA Category number","1602"
"2653403","2341221","1","1001","","fried cheese served in a restaurant"
"2653404","2341221","2","1001","","mozzarella en carossa"
"2653406","2341221","6","1001","","fried mozzarella"
"2653405","2341221","3","1001","","Banquet"
"2653408","2341222","1","1001","","Caprese Salad"
"2642114","2341222","","999","WWEIA Category number","6432"
"2662947","2341222","","1002","","Moisture change: 0%"
"2642115","2341222","","999","WWEIA Category description","Coleslaw, non-lettuce salads"
"2642117","2341223","","999","WWEIA Category description","Soups"
"2662948","2341223","","1002","","Moisture change: 0%"
"2642116","2341223","","999","WWEIA Category number","3802"
"2662949","2341224","","1002","","Moisture change: 0%"
"2642118","2341224","","999","WWEIA Category number","2002"
"2642119","2341224","","999","WWEIA Category description","Beef, excludes ground"
"2642120","2341225","","999","WWEIA Category number","2004"
"2662950","2341225","","1002","","Moisture change: 0%"
"2642121","2341225","","999","WWEIA Category description","Ground beef"
"2642122","2341226","","999","WWEIA Category number","9008"
"2662951","2341226","","1002","","Moisture change: 0%"
"2642123","2341226","","999","WWEIA Category description","Baby food: meat and dinners"
"2662952","2341227","","1002","","Moisture change: 0%"
"2642125","2341227","","999","WWEIA Category description","Beef, excludes ground"
"2642124","2341227","","999","WWEIA Category number","2002"
"2642127","2341228","","999","WWEIA Category description","Beef, excludes ground"
"2662953","2341228","","1002","","Moisture change: 0%"
"2642126","2341228","","999","WWEIA Category number","2002"
"2662954","2341229","","1002","","Moisture change: 0%"
"2642129","2341229","","999","WWEIA Category description","Beef, excludes ground"
"2642128","2341229","","999","WWEIA Category number","2002"
"2642131","2341230","","999","WWEIA Category description","Beef, excludes ground"
"2642130","2341230","","999","WWEIA Category number","2002"
"2653409","2341230","1","1001","","shoulder"
"2662955","2341230","","1002","","Moisture change: 0%"
"2662956","2341231","","1002","","Moisture change: 0%"
"2642133","2341231","","999","WWEIA Category description","Beef, excludes ground"
"2642132","2341231","","999","WWEIA Category number","2002"
"2642135","2341232","","999","WWEIA Category description","Beef, excludes ground"
"2662957","2341232","","1002","","Moisture change: 0%"
"2653410","2341232","1","1001","","flat iron"
"2653411","2341232","2","1001","","skirt"
"2642134","2341232","","999","WWEIA Category number","2002"
"2653413","2341233","2","1001","","delmonico"
"2662958","2341233","","1002","","Moisture change: 0%"
"2653412","2341233","1","1001","","prime rib"
"2642137","2341233","","999","WWEIA Category description","Beef, excludes ground"
"2642136","2341233","","999","WWEIA Category number","2002"
"2642139","2341234","","999","WWEIA Category description","Beef, excludes ground"
